sampling_location,sample_date,sample_time,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_salinity_psu,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_ammonium_mg_l,top_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,long,lat,type
NC2,2006-06-21T00:00:00.000,10:45 AM,21.07,19.39,16,20.01,21.49,5.81,0.182,0.447,0.089,1.54,0.64,0.209,18.25,10.75,33.09,40.72883,-73.9355,Permanent
NC2,2006-06-29T00:00:00.000,10:51 AM,21.61,20.25,17,18.86,20.93,3.57,0.188,0.741,0.138,1.53,1.82,0.233,2.5,2.75,5.52,40.72867,-73.935,Permanent
NC2,2006-06-07T00:00:00.000,10:46 AM,18.23,17.86,13,17.56,18.81,2.78,0.201,0.619,0.109,1.72,1.24,0.252,9.25,9,40.78,40.729,-73.935,Permanent
NC2,2006-07-12T00:00:00.000,10:32 AM,20.44,20.76,15,21.32,21.07,2.43,0.2,0.564,0.116,1.72,1.94,0.192,43.25,7,6.28,40.729,-73.935,Permanent
NC2,2006-07-19T00:00:00.000,10:37 AM,22.95,21.52,17,20.81,21.34,4.67,0.064,0.493,0.114,2.18,1.22,0.271,49,27.25,73.7,40.72883,-73.93483,Permanent
NC2,2006-07-26T00:00:00.000,10:23 AM,23.41,23.1,19,20.76,21.21,2.84,0.18,0.605,0.15,1.83,1.58,0.17,15.25,37,18.6,40.729,-73.935,Permanent
NC2,2006-08-30T00:00:00.000,10:56 AM,22.99,23,18,22.81,23.11,0.33,0.244,0.761,0.195,3.84,2.35,0.282,8.5,1.25,3.2,40.729,-73.93533,Permanent
NC2,2006-09-13T00:00:00.000,10:31 AM,20.67,21.32,16,21.86,22.72,9.28,0.338,0.245,0.09,1.6,2.13,0.24,11.25,15.75,75.81,40.72883,-73.93483,Permanent
NC2,2006-09-20T00:00:00.000,10:11 AM,21.46,21.39,16,21.82,21.98,2.32,0.335,0.744,0.18,1.26,2.36,0.27,17.5,6.75,11.33,40.729,-73.935,Permanent
NC2,2006-09-27T00:00:00.000,10:20 AM,20.47,20.56,15,21.83,22.16,5.2,0.43,0.319,0.103,2.05,1.92,0.222,10.75,9.7,50.4,40.729,-73.935,Permanent
NC2,2006-09-07T00:00:00.000,10:40 AM,21.73,21.57,15,20.73,22.49,3.45,0.33,0.684,,1.34,2.76,0.27,1.5,3,17.16,40.729,-73.935,Permanent
NC3,2006-10-25T00:00:00.000,10:52 AM,15.04,15.11,25,21.02,21.19,5.87,0.559,0.591,,1.16,1.28,0.19,11,6.25,5.56,40.73717,-73.94633,Permanent
NC3,2006-05-24T00:00:00.000,10:52 AM,15.21,14.73,21,18.03,19.36,4.61,0.264,0.814,0.162,1.68,1.65,0.265,3.25,26.75,17.36,40.73733,-73.947,Permanent
NC3,2006-06-01T00:00:00.000,10:41 AM,18.48,17.5,23,20.44,20.95,6.7,0.317,0.375,0.08,0.91,0.86,0.148,3,48.75,10.67,40.7375,-73.9465,Permanent
NC3,2006-06-21T00:00:00.000,10:57 AM,20.32,19.3,22,20.84,22.07,6.31,0.248,0.443,0.092,1.19,0.87,0.18,32.75,10,16.72,40.73717,-73.94633,Permanent
NC3,2006-06-29T00:00:00.000,11:07 AM,21.21,20.59,27,18.22,20.56,4.22,0.34,0.57,0.121,1.22,1.6,0.174,3.5,33.75,2.16,40.737,-73.94583,Permanent
NC3,2006-06-07T00:00:00.000,10:36 AM,18.02,17.78,21,18.45,19.45,3.69,0.301,0.869,0.133,1.9,1.27,0.254,24.25,10.75,23.15,40.73733,-73.9465,Permanent
NC3,2006-07-12T00:00:00.000,10:41 AM,20.47,19.9,24,21.67,22.34,3.81,0.25,0.474,0.113,1.08,1.57,0.168,54,16.25,6.32,40.73733,-73.9465,Permanent
NC3,2006-07-19T00:00:00.000,10:47 AM,23.75,22.33,21,20.59,22.2,11.15,0.136,0.244,0.064,1.54,0.49,0.211,28,34.5,96.57,40.73717,-73.94633,Permanent
NC3,2006-07-26T00:00:00.000,10:33 AM,23.65,22.98,25,20.8,21.86,4.34,0.304,0.436,0.12,1.56,1.45,0.13,51,33,21.21,40.73733,-73.94667,Permanent
NC3,2006-08-30T00:00:00.000,11:06 AM,22.92,22.9,24,22.47,23.22,1,0.366,0.684,0.186,3.14,1.94,0.246,6.5,3.5,1.57,40.73733,-73.94667,Permanent
NC3,2006-09-13T00:00:00.000,10:40 AM,20.96,21.19,23,22.47,23.31,7.59,0.408,0.255,0.1,1.36,1.87,0.21,17.5,1.25,65.6,40.7375,-73.94667,Permanent
NC3,2006-09-20T00:00:00.000,10:22 AM,21.64,21.56,23,21.99,22.43,4.09,0.548,0.614,0.15,1.87,2.03,0.21,5,11.25,8.76,40.7375,-73.94683,Permanent
NC3,2006-09-27T00:00:00.000,10:29 AM,20.38,20.56,24,22.06,23.06,5.72,0.508,0.446,0.133,2.09,1.7,0.22,9,12.2,24.6384,40.73733,-73.94617,Permanent
NC3,2006-09-07T00:00:00.000,10:50 AM,21.74,21.36,24,21.82,23.01,3.73,0.426,0.592,,1.95,2.4,0.22,0.5,3.25,10.48,40.7375,-73.9465,Permanent
PB2,2006-06-06T00:00:00.000,12:36 PM,20.57,19.63,12,25.31,26.35,7.25,0.013,0.206,0.12,2.02,0.437,0.337,48.75,78.5,47.04,40.62817,-73.91033,Permanent
PB2,2006-09-19T00:00:00.000,12:33 PM,21.86,21.38,12,26.28,26.34,8.41,0.38,0.75,0.1,1.91,1.75,0.22,10.25,6,46.51,40.62817,-73.91033,Permanent
PB3,2006-09-19T00:00:00.000,12:43 PM,21.7,,10,26.3,,7.12,0.414,0.5,0.05,1.32,1.62,0.21,5.25,,67.81,40.62367,-73.89933,Permanent
SB1,2006-08-09T00:00:00.000,1:20 PM,26.96,26.16,40,25.59,26.15,2.13,0.045,0.78,0.259,5.14,1.96,0.394,0.5,7.25,28.48,40.6615,-73.839,Permanent
SB1,2006-09-12T00:00:00.000,12:37 PM,21.57,21.46,46,26.04,26.25,3.38,0.438,1.24,0.19,3.13,2.29,0.27,11.5,6.25,9.64,40.66167,-73.839,Permanent
SB3,2006-08-09T00:00:00.000,1:30 PM,26.6,25.84,28,25.65,26.01,2.77,0.089,0.707,0.215,2.04,1.19,0.348,9.25,2.25,26.74,40.653,-73.83733,Permanent
SB3,2006-09-12T00:00:00.000,12:47 PM,21.67,21.04,37,25.9,26.52,4.09,0.448,1.22,0.18,3.63,2.33,0.27,8,1.5,13.58,40.65267,-73.83733,Permanent
SHB1,2006-10-24T00:00:00.000,11:47 AM,14.67,17.47,41,28.09,30.04,6.4,0.208,0.474,,1.25,1.42,0.16,4.5,6.25,6.58,40.58283,-73.94717,Permanent
SHB1,2006-09-19T00:00:00.000,11:33 AM,22.63,20.35,39,26.81,29.02,14.81,0.194,0.056,0.01,0.83,0.56,0.11,5,3.75,61.98,40.58267,-73.9475,Permanent
SP2,2007-06-12T00:00:00.000,1:20 PM,22.02,,8,25.32,,4.86,0.285,0.503,0.187,2.27,1.36,0.294,13,,30.6,40.64317,-73.854,Permanent
SP2,2007-06-19T00:00:00.000,1:05 PM,23.08,,5,26.04,,7.51,0.294,0.321,0.129,1.56,0.878,0.3,7.2,,70,40.644,-73.85417,Permanent
SP2,2007-06-26T00:00:00.000,12:53 PM,23.72,,10,25.31,,6.54,0.378,0.682,0.208,2.28,1.18,0.35,12.8,,39.9,40.64367,-73.85467,Permanent
SP2,2007-06-05T00:00:00.000,12:52 PM,21.84,,8,24.82,,5.76,0.219,0.613,0.165,2.27,1.34,0.28,15.3,,33.9,40.64383,-73.8545,Permanent
SP2,2007-07-10T00:00:00.000,1:12 PM,25.77,,11,24.8,,-1.12,0.366,0.104,0.154,3.92,QD,0.492,12,,185.2,40.6435,-73.85417,Permanent
SP2,2007-07-02T00:00:00.000,1:36 PM,22.55,,9,26.59,,6.01,0.278,0.285,0.185,1.08,0.64,0.275,16.5,,21.7,40.64367,-73.8545,Permanent
SP2,2007-07-25T00:00:00.000,1:07 PM,24.98,,7,23.95,,7.18,0.323,0.912,0.202,2.34,1.18,0.348,8.5,,51.3,40.64317,-73.85417,Permanent
SP2,2007-07-31T00:00:00.000,12:49 PM,26.46,,5,26.14,,3.77,0.208,0.696,0.21,1.63,1.17,0.294,7.2,,3.1,40.6435,-73.85417,Permanent
AC1,2010-01-11T00:00:00.000,11:27,,,2.9,,,,2.37,0.308,0.078,1.21,19.1,0.16,19.6,,1.3,,,Permanent
AC1,2021-01-11T00:00:00.000,11:38,,,4.3,,,,1.254,0.2,0.068,0.698,13.2,0.142,42,,33.2,,,Permanent
AC1,2015-01-14T00:00:00.000,9:58,,,2.62,,,,1.302,0.234,0.056,0.888,14.2,0.459,95,,5.02,,,Permanent
AC1,2013-01-16T00:00:00.000,11:28,,,2.2,,,,1.1,0.28,0.06,1.54,9.43,0.33,118,,5.2,,,Permanent
AC1,2014-01-16T00:00:00.000,10:19,,,4.8,,,,0.521,0.308,0.109,0.479,3.77,0.231,69,,1.8,,,Permanent
AC1,2019-01-16T00:00:00.000,10:41,,,1.01,,,,1.59,0.198,0.088,1.106,13.2,0.399,73,,7.42,-73.75175,40.763172,Permanent
AC1,2012-01-17T00:00:00.000,10:42,,,0.6,,,,2.72,0.18,0.1,1.12,22.5,0.28,82,,4.5,,,Permanent
AC1,2011-01-20T00:00:00.000,9:31,,,5.34,,,,0.966,0.348,0.077,1.677,7.76,0.485,148,,7.3,,,Permanent
AC1,2018-01-23T00:00:00.000,11:36 AM,,,0.5,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2014-01-27T00:00:00.000,9:33,,,4.5,,,,0.924,0.314,0.102,0.381,8.21,0.135,23,,1.6,,,Permanent
AC1,2022-01-04T00:00:00.000,10:54,,,8.38,,,,0.477,0.108,0.095,0.774,4.208,0.312,84,,5.6,,,Permanent
AC1,2023-01-04T00:00:00.000,10:38,,,5.99,,,,1.019,0.105,0.055,0.559,10.096,0.127,23,,12.7,,,Permanent
AC1,2017-01-05T00:00:00.000,11:01,,,0.28,,,,2.45,0.121,,0.399,21.713,0.051,70,,2.15,-73.75175,40.76317,Permanent
AC1,2013-01-07T00:00:00.000,10:31,,,1.6,,,,1.92,0.24,0.09,1.03,15.8,0.38,90,,2.1,,,Permanent
AC1,2014-01-09T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC1,2020-01-09T00:00:00.000,10:39,,,6.31,,,,1.09,0.213,0.033,2.75,10.306,0.174,14,,3.96,-73.75175,40.76317,Permanent
AC1,2013-10-01T00:00:00.000,10:00,,,6.3,,,,0.43,0.25,0.22,0.78,7.24,0.35,21,,22.9,,,Permanent
AC1,2020-10-01T00:00:00.000,10:34,,,5.91,,,,0.368,0.376,0.163,0.594,5.841,0.275,26,,6.52,-73.75175,40.76317,Permanent
AC1,2011-10-11T00:00:00.000,10:16,,,7.22,,,,0.564,0.318,0.166,0.752,4.75,0.243,8,,9.7,,,Permanent
AC1,2010-10-12T00:00:00.000,10:57,,,0.6,,,,1.88,0.265,0.091,0.934,19.2,0.292,61.6,,3.2,,,Permanent
AC1,2017-10-13T00:00:00.000,10:43,,,1.75,,,,1.708,0.263,,0.91,16.3,0.632,197,,7.24,-73.75175,40.76317,Permanent
AC1,2016-10-14T00:00:00.000,10:59,,,7.1,,,,0.53,0.38,,0.77,5.09,0.25,77,,6.06,-73.75175,40.76317,Permanent
AC1,2020-10-16T00:00:00.000,10:27,,,7.7,,,,0.296,0.188,,0.501,4.9,0.184,25,,2.86,-73.75175,40.76317,Permanent
AC1,2018-10-17T00:00:00.000,11:15 AM,,,0.3,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2019-10-18T00:00:00.000,11:20,,,1.88,,,,2.37,0.16,,0.592,20.456,0.155,67,,5.352,-73.75175,40.763172,Permanent
AC1,2009-10-19T00:00:00.000,10:21,,,5.6,,,,0.933,0.382,0.069,0.774,9.43,0.196,5.6,,1.5,,,Permanent
AC1,2014-10-02T00:00:00.000,11:13,,,0.7,,,,1.496,0.194,0.161,0.609,17.508,0.489,58,,8.56,,,Permanent
AC1,2023-10-02T00:00:00.000,10:28,,,2.06,,,,1.75,0.409,0.17,0.994,16.761,0.247,59,,19.6,,,Permanent
AC1,2016-10-20T00:00:00.000,11:31,,,1.2,,,,2.16,0.24,0.11,1.01,17.89,0.52,105,,5.26,-73.75175,40.76317,Permanent
AC1,2022-10-20T00:00:00.000,11:54,,,1.56,,,,1.5,0.477,0.147,1.915,14.7,0.603,88,,16.4,,,Permanent
AC1,2015-10-21T00:00:00.000,10:03,,,1.19,,,,,,,,,,,,,,,Permanent
AC1,2021-10-21T00:00:00.000,11:14,,,7.22,,,,,,,,,,,,,,,Permanent
AC1,2020-10-22T00:00:00.000,10:21,,,0.73,,,,2.07,0.277,0.076,1.295,17.988,0.216,101,,4.94,-73.75175,40.76317,Permanent
AC1,2019-10-24T00:00:00.000,11:39,,,3.25,,,,1.238,0.225,0.124,0.678,10.698,0.212,26,,1.04,-73.75175,40.763172,Permanent
AC1,2018-10-25T00:00:00.000,11:03 AM,,,6.18,,,,0.752,0.309,0.067,0.952,8.51,0.316,97,,8.56,-73.75175,40.76317,Permanent
AC1,2017-10-26T00:00:00.000,11:23,,,1,,,,1.82,0.255,0.108,0.518,16.838,0.262,41,,6.39,-73.75175,40.76317,Permanent
AC1,2023-10-26T00:00:00.000,11:22,,,6.81,,,,0.437,0.283,0.117,0.419,5.292,0.178,13,,6.18,,,Permanent
AC1,2015-10-28T00:00:00.000,10:53,,,8.8,,,,0.331,0.223,0.119,0.427,3.565,0.162,35,,9.84,,,Permanent
AC1,2019-10-03T00:00:00.000,11:27,,,0.31,,,,2.051,0.291,0.137,1.1,18.4,0.287,119,,6.73,-73.75175,40.763172,Permanent
AC1,2024-10-03T00:00:00.000,11:25,,,7.11,,,,0.352,0.283,0.102,0.919,5.438,0.299,70,,78.5,,,Permanent
AC1,2019-10-31T00:00:00.000,11:15,,,2.5,,,,0.939,0.234,0.092,2.114,10.629,0.66,127,,4.1,-73.75175,40.763172,Permanent
AC1,2018-10-04T00:00:00.000,11:17 AM,,,1.44,,,,1.42,0.25,0.141,0.705,13.2,0.309,45,,6.05,-73.75175,40.76317,Permanent
AC1,2017-10-05T00:00:00.000,11:04,,,6.44,,,,0.257,0.132,0.221,0.778,4.642,0.27,17,,17.4,-73.75175,40.76317,Permanent
AC1,2016-10-06T00:00:00.000,11:07,,,1.1,,,,2.55,0.25,0.1,0.91,18.42,0.32,66,,13.9,-73.75175,40.76317,Permanent
AC1,2022-10-06T00:00:00.000,10:47,,,6.05,,,,0.504,0.336,0.116,0.861,6.892,0.253,36,,14.5,,,Permanent
AC1,2015-10-07T00:00:00.000,9:56,,,6.15,,,,0.58,0.734,0.154,1.1,8.596,0.223,30,,3.23,,,Permanent
AC1,2019-10-07T00:00:00.000,10:58,,,1.06,,,,1.41,0.379,0.103,0.764,13.338,0.185,29,,2.5,-73.75175,40.763172,Permanent
AC1,2020-10-07T00:00:00.000,10:21,,,0.32,,,,1.79,0.267,0.064,1.019,17.201,0.247,50,,43,-73.75175,40.76317,Permanent
AC1,2021-10-07T00:00:00.000,12:03,,,7.73,,,,0.193,0.25,0.187,0.904,5.394,0.337,2,,50.9,,,Permanent
AC1,2012-10-09T00:00:00.000,10:28,,,2,,,,1.67,0.49,0.163,1.03,16.1,0.31,47,,3.1,,,Permanent
AC1,2011-11-01T00:00:00.000,10:33,,,1.06,,,,1.74,0.15,0.08,0.961,19.1,0.22,60,,8,,,Permanent
AC1,2022-11-15T00:00:00.000,10:38,,,0.65,,,,2.263,0.204,0.093,0.802,19.52,0.166,5,,20.9,,,Permanent
AC1,2023-11-15T00:00:00.000,11:54,,,7.46,,,,0.367,0.072,0.116,0.53,3.379,0.168,36,,8.84,,,Permanent
AC1,2009-11-16T00:00:00.000,10:54,,,7,,,,0.578,0.302,0.144,1.19,3.76,0.221,74,,3.9,,,Permanent
AC1,2017-11-16T00:00:00.000,10:52,,,5.5,,,,0.41,0.275,0.104,0.465,4.501,0.128,16,,2.88,-73.75175,40.76317,Permanent
AC1,2015-11-17T00:00:00.000,11:08,,,1.67,,,,2.504,0.202,0.103,0.549,22.783,0.254,62,,13.2,,,Permanent
AC1,2020-11-17T00:00:00.000,10:14,,,4.47,,,,0.477,0.32,0.153,0.559,5.537,0.224,38,,2.26,-73.75175,40.76317,Permanent
AC1,2021-11-17T00:00:00.000,11:17,,,6.63,,,,0.358,0.323,0.171,0.482,3.61,0.201,13,,3.4,,,Permanent
AC1,2024-11-18T00:00:00.000,11:17,,,6.88,,,,0.488,0.165,0.123,0.379,4.574,0.318,41,,33.1,,,Permanent
AC1,2014-11-19T00:00:00.000,11:43,,,2.5,,,,1.87,0.199,0.058,0.488,12.525,0.442,45,,3.2,,,Permanent
AC1,2018-11-20T00:00:00.000,10:56 AM,,,,,,,0.999,0.24,0.109,0.318,8.742,0.141,12,,2.36,-73.75175,40.76317,Permanent
AC1,2019-11-21T00:00:00.000,10:59,,,0.2,,,,,,,,,,,,,-73.75175,40.763172,Permanent
AC1,2012-11-26T00:00:00.000,9:45,,,5.4,,,,0.75,0.354,0.159,0.715,5.9,0.247,20,,1.8,,,Permanent
AC1,2016-11-03T00:00:00.000,10:54,,,2.2,,,,1.47,0.49,0.13,0.96,16.01,0.27,66,,3.76,-73.75175,40.76317,Permanent
AC1,2013-11-06T00:00:00.000,10:20,,,3,,,,0.5,0.32,0.18,0.88,5.18,0.32,78,,3.6,,,Permanent
AC1,2010-11-08T00:00:00.000,9:24,,,2.4,,,,2.22,0.303,0.106,3.25,20.8,1.08,400,,15.8,,,Permanent
AC1,2020-12-01T00:00:00.000,10:08,,,5.56,,,,0.327,0.339,0.114,0.462,3.908,0.185,26,,3.28,-73.75175,40.76317,Permanent
AC1,2012-12-10T00:00:00.000,10:15,,,3,,,,1.22,0.26,0.111,0.611,10.3,0.241,27,,2.9,,,Permanent
AC1,2014-12-11T00:00:00.000,11:05,,,1.92,,,,1.36,0.132,0.046,0.687,17.027,0.211,53,,3.94,,,Permanent
AC1,2013-12-12T00:00:00.000,9:42,,,4,,,,2.11,1.18,0.18,1.88,19,0.31,25,,2.3,,,Permanent
AC1,2017-12-12T00:00:00.000,11:20,,,0.47,,,,1.6,0.178,0.094,1.384,13.925,0.646,83,,5.43,-73.75175,40.76317,Permanent
AC1,2023-12-12T00:00:00.000,11:42,,,6.96,,,,0.539,0.155,0.065,0.92,5,0.225,59,,3.5,,,Permanent
AC1,2018-12-13T00:00:00.000,10:35 AM,,,1.8,,,,1.23,0.359,0.086,1.087,8.877,0.382,62,,5.67,-73.75175,40.76317,Permanent
AC1,2022-12-13T00:00:00.000,10:09,,,2.04,,,,2.29,0.515,0.092,0.673,20.4,0.145,48,,11.2,,,Permanent
AC1,2021-12-14T00:00:00.000,10:19,,,4.31,,,,1.31,0.226,0.107,0.476,3.128,0.171,34,,3.8,,,Permanent
AC1,2015-12-16T00:00:00.000,10:56,,,1.2,,,,2.004,0.042,0.033,0.366,25.465,0.069,12,,10.3,,,Permanent
AC1,2012-12-17T00:00:00.000,10:13,,,1,,,,2.19,0.19,0.061,0.799,19.1,0.167,42,,6.1,,,Permanent
AC1,2013-12-19T00:00:00.000,9:47,,,3.6,,,,0.43,0.32,0.14,0.91,3.73,0.22,14,,1.9,,,Permanent
AC1,2024-12-02T00:00:00.000,11:05,,,6.44,,,,0.723,0.2,0.138,0.773,5.894,0.258,64,,3,,,Permanent
AC1,2013-12-26T00:00:00.000,10:28,,,1.2,,,,1.47,1.17,0.23,2.11,13.4,0.48,79,,8.4,,,Permanent
AC1,2013-12-30T00:00:00.000,9:22,,,6,,,,0.63,0.34,0.1,0.65,4.89,0.22,66,,2.2,,,Permanent
AC1,2019-12-04T00:00:00.000,10:38,,,0.23,,,,2.409,0.182,0.081,0.795,19.3,0.203,73,,2.03,-73.75175,40.763172,Permanent
AC1,2011-12-05T00:00:00.000,10:27,,,3.1,,,,1.38,0.265,0.133,0.327,8.96,0.204,21,,4,,,Permanent
AC1,2010-12-06T00:00:00.000,10:22,,,6.6,,,,0.904,0.186,0.098,1,6.83,0.266,57.9,,2.5,,,Permanent
AC1,2009-12-07T00:00:00.000,10:46,,,0.6,,,,2.61,0.232,0.117,2.04,21.4,0.383,102,,2.7,,,Permanent
AC1,2016-12-08T00:00:00.000,11:29,,,0.3,,,,2.3,0.09,0.03,0.64,22.27,0.17,33,,3.56,-73.75175,40.76317,Permanent
AC1,2013-02-11T00:00:00.000,10:30,,,6.5,,,,1.12,0.19,0.06,0.95,8.19,0.22,46,,8.4,,,Permanent
AC1,2014-02-11T00:00:00.000,9:45,,,5.5,,,,1.34,0.18,0.074,0.474,6.46,0.12,13,,12.3,,,Permanent
AC1,2015-02-11T00:00:00.000,12:07,,,2.59,,,,1.234,0.282,0.033,0.828,16.438,0.203,43,,6.28,,,Permanent
AC1,2011-02-16T00:00:00.000,9:50,,,3.1,,,,0.412,0.01,0.02,0.928,1.63,0.159,51,,179.2,,,Permanent
AC1,2017-02-16T00:00:00.000,11:11,,,0.49,,,,2.64,0.135,0.032,1.133,20.351,0.376,129,,1.02,-73.75175,40.76317,Permanent
AC1,2023-02-16T00:00:00.000,10:35,,,2.28,,,,0.716,0.068,0.064,0.756,5.522,0.166,19,,14.7,,,Permanent
AC1,2022-02-17T00:00:00.000,10:08,,,4.76,,,,0.03,0.094,0.033,1.059,0.094,0.15,52,,30.64,,,Permanent
AC1,2014-02-18T00:00:00.000,10:09,,,2.1,,,,2.82,0.265,0.057,2.56,18.2,0.852,366,,10.9,,,Permanent
AC1,2021-02-23T00:00:00.000,10:09,,,3.7,,,,1.39,0.31,0.041,0.501,12.5,0.179,33,,6.18,,,Permanent
AC1,2014-02-25T00:00:00.000,10:08,,,1.5,,,,1.2,0.25,0.077,2.6,9.55,0.684,76,,27.9,,,Permanent
AC1,2014-02-04T00:00:00.000,9:27,,,0.8,,,,2.55,0.22,0.042,1.91,21.9,0.625,389,,11.5,,,Permanent
AC1,2020-02-06T00:00:00.000,10:46,,,6.35,,,,0.526,0.12,0.087,0.875,4.08,0.16,39,,3.43,-73.75175,40.76317,Permanent
AC1,2012-02-07T00:00:00.000,10:26,,,6.7,,,,0.55,0.26,0.1,0.45,4.23,0.17,12,,4.2,,,Permanent
AC1,2019-02-07T00:00:00.000,11:11,,,6.18,,,,0.435,0.586,0.032,1.15,2.538,0.209,61,,21,-73.75175,40.763172,Permanent
AC1,2010-02-08T00:00:00.000,12:00,,,0.4,,,,2.78,0.236,0.058,3.91,18.1,0.674,246,,11.4,,,Permanent
AC1,2018-02-08T00:00:00.000,11:55 AM,,,0.86,,,,2.18,0.198,0.032,1.662,19.501,0.508,164,,6.85,-73.75175,40.76317,Permanent
AC1,2024-02-08T00:00:00.000,11:54,,,6.3,,,,0.325,0.045,0.052,0.618,2.25,0.195,21,,13.2,,,Permanent
AC1,2016-02-09T00:00:00.000,11:31,,,8.2,,,,0.38,0.06,0.07,0.34,2.21,0.13,16,,14,-73.75175,40.76317,Permanent
AC1,2022-03-10T00:00:00.000,10:39,,,0.3,,,,2.32,0.173,0.063,1.107,17.347,0.903,91,,20.2,,,Permanent
AC1,2010-03-11T00:00:00.000,9:55,,,,,,,1.34,0.183,0.042,2.45,9.78,0.118,14.6,,5.1,,,Permanent
AC1,2015-03-11T00:00:00.000,11:09,,,1.47,,,,1.666,0.173,0.032,1.281,15.2,0.339,77,,7.48,,,Permanent
AC1,2012-03-12T00:00:00.000,9:36,,,0.9,,,,2.49,0.12,0.04,4.12,24,1.18,536,,40.4,,,Permanent
AC1,2018-03-12T00:00:00.000,11:36 AM,,,3.04,,,,1.242,0.179,0.032,0.707,10,0.178,24,,5.87,-73.75175,40.76317,Permanent
AC1,2020-03-12T00:00:00.000,10:57,,,1.4,,,,2.46,0.196,0.092,1.472,18.7,0.41,87,,10.2,-73.75175,40.76317,Permanent
AC1,2014-03-13T00:00:00.000,10:52,,,4.5,,,,0.534,0.279,0.055,1.905,3.18,0.276,137,,13.4,,,Permanent
AC1,2013-03-14T00:00:00.000,10:38,,,0.5,,,,2.62,0.18,0.05,1.2,20.8,0.24,129,,6.8,,,Permanent
AC1,2019-03-14T00:00:00.000,10:49,,,1.15,,,,2.35,0.49,0.04,0.901,19.183,0.361,46,,26.1,-73.75175,40.763172,Permanent
AC1,2023-03-16T00:00:00.000,,,,,,,,,,,,,,,,,,,Permanent
AC1,2021-03-17T00:00:00.000,10:23,,,0.09,,,,2.52,0.189,0.063,0.96,21.314,0.271,69,,22.24,,,Permanent
AC1,2014-03-18T00:00:00.000,10:51,,,0.5,,,,2.68,0.22,0.074,2.691,23.4,0.697,218,,9.4,,,Permanent
AC1,2011-03-02T00:00:00.000,9:59,,,,,,,0.498,0.034,0.013,0.901,2.76,0.127,24,,40,,,Permanent
AC1,2017-03-23T00:00:00.000,11:04,,,2.63,,,,2.614,0.147,0.032,0.416,17.469,0.084,29,,0.87,-73.75175,40.76317,Permanent
AC1,2014-03-25T00:00:00.000,9:40,,,3.5,,,,2.04,0.216,0.094,0.89,17.8,0.153,22,,5.6,,,Permanent
AC1,2024-03-25T00:00:00.000,10:52,,,6.88,,,,0.58,0.204,0.053,1.276,5.274,0.361,137,,11,,,Permanent
AC1,2014-03-31T00:00:00.000,10:15,,,4.6,,,,0.704,0.305,0.063,3.967,6.28,1.004,360,,20.9,,,Permanent
AC1,2014-03-04T00:00:00.000,11:18,,,4.7,,,,2.13,0.24,0.053,1.51,18.1,0.334,260,,18.7,,,Permanent
AC1,2016-03-09T00:00:00.000,11:09,,,7.4,,,,0.37,0.03,0.03,0.45,0.61,0.08,20,,17.5,-73.75175,40.76317,Permanent
AC1,2012-04-10T00:00:00.000,10:14,,,0,,,,2.51,0.161,0.06,2.46,16.9,0.431,106,,14.1,,,Permanent
AC1,2023-04-10T00:00:00.000,11:41,,,1,,,,2.31,0.11,0.095,0.929,0.875,0.297,82,,21.2,,,Permanent
AC1,2018-04-12T00:00:00.000,11:37 AM,,,4.35,,,,0.378,0.088,0.032,0.695,3.194,0.137,21,,36.1,-73.75175,40.76317,Permanent
AC1,2011-04-13T00:00:00.000,9:44,,,,,,,0.762,0.331,0.066,1.45,5.93,0.2,23,,37,,,Permanent
AC1,2024-04-15T00:00:00.000,11:36,,,0.23,,,,,,,,,,,,,,,Permanent
AC1,2019-04-17T00:00:00.000,11:30,,,6.72,,,,0.344,0.173,0.035,0.85,2.64,0.187,27,,28.3,-73.75175,40.763172,Permanent
AC1,2010-04-19T00:00:00.000,9:50,,,0.1,,,,2.37,0.15,0.077,2.06,19.8,0.283,45.6,,6.2,,,Permanent
AC1,2021-04-20T00:00:00.000,11:25,,,0.51,,,,2.21,0.494,0.081,1.355,16.7,0.416,88,,10.7,,,Permanent
AC1,2022-04-20T00:00:00.000,10:30,,,1.21,,,,2.11,0.15,0.055,0.811,15.521,0.245,62,,20.4,,,Permanent
AC1,2009-04-23T00:00:00.000,9:46,,,4,,,,0.268,0.252,0.037,1.15,0.822,0.141,90,,16.6,,,Permanent
AC1,2016-04-04T00:00:00.000,11:10,,,5.8,,,,0.53,0.13,0.04,0.55,5.03,0.12,17,,19.6,-73.75175,40.76317,Permanent
AC1,2017-04-06T00:00:00.000,11:14,,,3.9,,,,0.468,0.021,0.032,0.783,4.395,0.146,12,,35.2,-73.75175,40.76317,Permanent
